run_id,symbol,raw_rows,start_time,end_time,zero_volume_fraction,time_gap_boundaries,zero_volume_boundaries,price_jump_boundaries,segment_count,status,reason,aggregated_15m_rows,partial_15m_windows
de9d776038c3422fa5da733e70116c0d,AD_IDX,18329,2025-10-16T21:05:00,2026-08-13T15:00:00,0.00027279175077745646,981,10,0,992,INCLUDED,,5992,244
de9d776038c3422fa5da733e70116c0d,AG_IDX,11237,2026-04-28T14:50:00,2026-08-13T23:15:00,0.0,346,0,33,358,INCLUDED,,3490,498
de9d776038c3422fa5da733e70116c0d,AL_IDX,18665,2025-10-16T21:05:00,2026-08-13T23:15:00,0.00032145727297080095,811,12,1,820,INCLUDED,,6215,14
de9d776038c3422fa5da733e70116c0d,AO_IDX,18546,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,802,0,0,803,INCLUDED,,6182,0
de9d776038c3422fa5da733e70116c0d,AP_IDX,9090,2025-10-16T09:05:00,2026-08-12T15:00:00,0.0,605,0,0,606,INCLUDED,,3030,0
de9d776038c3422fa5da733e70116c0d,AU_IDX,28271,2025-10-16T21:05:00,2026-08-13T23:15:00,0.0,932,0,30,944,INCLUDED,,9196,437
de9d776038c3422fa5da733e70116c0d,A_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,802,0,0,803,INCLUDED,,4606,0
de9d776038c3422fa5da733e70116c0d,BB_IDX,7245,2025-10-16T09:05:00,2026-08-11T15:00:00,0.8379572118702554,482,6705,0,6776,EXCLUDED,ZERO_VOLUME_FRACTION,0,0
de9d776038c3422fa5da733e70116c0d,BC_IDX,18545,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0001617686708007549,803,5,0,809,INCLUDED,,6179,7
de9d776038c3422fa5da733e70116c0d,BR_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,802,0,12,803,INCLUDED,,4606,0
de9d776038c3422fa5da733e70116c0d,BU_IDX,13818,2025-10-16T21:05:00,2026-08-13T15:00:00,0.0,802,0,10,803,INCLUDED,,4606,0
